UPC,Item_Number,Quantity_NC,Quantity_AZ,Total,Dealer Price,Sale Price
708279013966,DRM-A1,0,13,13,79.99,
708279015724,DRM-A1-FDE,1,1,2,79.99,74.99
708279014390,DRM-A12,10,9,19,65.99,
708279014574,DRM-A22,0,3,3,76.99,
708279014963,DRM-A37,2,3,5,73.99,
708279015106,DRM-A41,4,5,9,79.99,
708279014178,DRM-A8,6,13,19,65.99,
708279014185,DRM-A9,0,2,2,66.99,
708279016097,DRM-A97,20,3,23,76.99,
708279008863,FNH-A2,0,0,0,30.99,
708279016042,FNH-A2-FDE,8,5,13,30.99,
708279011139,FNH-A3,0,0,0,14.49,
708279015748,FNH-A4-FDE,4,0,4,17.99,
708279013287,FNH-A5,17,6,23,20.99,
708279014994,FNH-A7,0,0,0,24.99,
708279013546,GLK-11,6,1,7,17.99,
708279013942,GLK-13,11,0,11,17.99,
708279015717,GLK-16,9,6,15,13.99,
708279015991,GLK-18-PRO,0,0,0,17.99,
708279013683,GLK-A11,12,0,12,12.99,
708279013690,GLK-A12,7,0,7,12.99,
708279015021,GLK-A18,7,12,19,13.99,
708279015229,GLK-A19,99,52,151,18.99,
708279016387,GLK-A22,99,89,188,20.99,19.99
708279016394,GLK-A23,61,79,140,22.99,20.99
708279010033,HIP-A3,7,12,19,17.99,
708279010682,M1A01,7,3,10,15.99,
708279006661,MIA-A1,0,0,0,16.99,15.99
708279011399,MKA-01,6,2,8,31.99,
708279014406,MKA-02,37,10,47,31.99,
708279013911,MKA-A1,26,22,48,88.99,
708279015090,MKA-A3,0,12,12,74.99,69.99
708279013621,RM-10,0,0,0,8.49,
708279014024,RM-10-FDE,2,18,20,8.49,
708279013638,RM-15,8,0,8,10.49,
708279013645,RM-20,6,0,6,10.49,
708279012204,RM-30,1,0,1,11.49,
708279012549,RM-40,7,5,12,14.99,
708279013614,RM-5,0,0,0,8.49,
708279013997,RM-5-FDE,7,0,7,8.49,
708279009013,RUG-14,0,0,0,17.99,
708279011405,RUG-16,10,1,11,16.49,
708279011412,RUG-17,2,1,3,18.49,
708279008993,RUG-A21,0,0,0,19.99,
708279009334,RUG-A22,3,0,3,11.49,
708279010934,RUG-A28,0,19,19,59.99,
708279006395,RUG-A3,0,0,0,21.49,
708279011177,RUG-A30,0,0,0,65.99,
708279011948,RUG-A33,3,0,3,16.99,
708279015076,RUG-A41,0,0,0,23.99,
708279015335,RUG-A42,0,0,0,18.49,17.49
708279015809,RUG-A43,3,7,10,19.99,
708279016219,RUG-A45,13,15,28,18.99,17.99
708279016240,RUG-A47,7,10,17,17.99,16.99
708279007125,RUG-A9,3,0,3,12.99,
708279009174,RUG-S30,40,16,56,26.49,
708279009815,SAI-A6,2,4,6,81.99,
708279015908,SIG-A21,59,0,59,20.99,19.99
708279013744,SIG-A14,0,0,0,17.49,
708279013751,SIG-A15,16,0,16,17.49,
708279016400,SIG-A23,31,0,31,24.99,23.99
708279007217,SIG-A5,4,3,7,18.99,
708279007231,SIG-A6,6,3,9,20.49,
708279013331,SIG-A8,9,1,10,17.99,
708279009853,SKS-A4,2,0,2,15.99,
708279011238,SMI-21,0,0,0,17.99,
708279012044,SMI-27,0,0,0,17.49,
708279012051,SMI-28,0,0,0,17.99,16.99
708279012075,SMI-30,1,0,1,17.49,
708279012082,SMI-31,3,0,3,17.99,
708279011368,SMI-A11,1,2,3,17.49,
708279011382,SMI-A12,0,1,1,17.49,
708279011641,SMI-A14,0,0,0,25.49,
708279015816,SPR-A16,1,0,1,17.99,16.99
708279015823,SPR-A17,0,0,0,24.99,
708279011955,SPR-A6,0,0,0,16.99,
708279012006,SPR10,0,4,4,17.99,
708279013515,TAU-A6,28,0,28,17.99,
708279013522,TAU-A7,0,0,0,23.99,
708279015700,FNH-A12,13,9,22,18.99,
682146873719,KPM1228,1,38,39,324.99,
682146873726,KPM2028,0,0,0,324.99,
682146873733,KPM2828,0,0,0,324.99,
682146873740,KPM41028,0,0,0,324.99,
814992004324,DP1000,17,2,19,19.99,17.99
814992012145,PD500,1,2,3,109.99,99.99
814992003686,PD500R,2,1,3,50.99,46.99
810170031885,PYDP1000PC,15,4,19,,
854857007947,PYRP3001,55,52,107,,
811907025375,PYS2510SDP,60,35,95,2.49,2.49
810170031861,PYS9910ST,12,12,24,4.99,4.99
810048732111,PYSB8610DT,28,20,48,5.49,4.99
814992008612,S4110S,22,23,45,13.49,
811907029953,VGBH9010C,18,6,24,10.99,9.99
810048735570,VGCOMBO110,30,10,40,14.99,12.99
810048735587,VGCOMBO210,10,6,16,14.99,12.99
810048735594,VGCOMBO310,25,10,35,14.99,12.99
810048735600,VGCOMBO410,26,3,29,14.99,12.99
811907020691,VGPM8010C,18,6,24,12.99,10.99
810170031793,VGPM8011C,12,0,12,12.99,10.99
811907029984,VGPM8063C,12,0,12,12.99,10.99
811907020646,VGPM9010C,33,32,65,9.99,8.99
811907020660,VGPM9010PC,18,0,18,9.99,8.99
810170030888,VGPME17,16,8,24,,
810170034268,VGPME30BT,20,5,25,74.99,64.99
810170038839,VGPME31BT,11,8,19,74.99,64.99
810170038846,VGPME32BT,17,2,19,74.99,64.99
810048732814,VGSB1710T,4,6,10,13.99,12.99
810048732821,VGSB1720T,35,17,52,13.99,12.99
811907021650,VGSB718T,6,6,12,13.99,12.99
811907023043,VGSB722T,8,3,11,13.99,12.99
810048732838,VGSG1710T,6,4,10,13.99,12.99
810048732845,VGSG1720T,6,11,17,13.99,12.99
811907023050,VGSG722T,8,6,14,13.99,12.99
810170030253,VGSGM1410T,5,2,7,13.99,12.99
810170030222,VGST1410T,4,6,10,13.99,12.99
810170030246,VGST1418T,8,4,12,13.99,12.99
810170030239,VGST1422T,4,0,4,13.99,12.99
811907021681,VGSG718T,14,10,24,13.99,12.99
810170032288,VGSUG710T,6,6,12,13.99,12.99
810170031878,VGSUG722T,4,3,7,13.99,12.99
814034027281,RF01668,39,30,69,469.99,
814034027267,RF01666,92,0,92,469.99,
814034027298,RF01669,31,77,108,469.99,419.99
814034026819,RF01625,99,99,198,469.99,
814034026840,RF01628,99,99,198,469.99,419.99
814034027243,RF01664,2,0,2,519.99,
844093067676,HT9-327S,99,99,198,12.99,
844093067683,HT9-327M,99,99,198,13.99,
844093067713,HT9-310-42,0,57,57,47.99,
844093000239,HT9-310-42-C,22,99,121,47.99,
810070685393,R96323,0,0,0,779.99,
810070685409,R96324,0,0,0,839.99,
810070685430,R96328,0,0,0,869.99,
810070685447,R96329,0,0,0,929.99,
810070685621,R96336,0,0,0,779.99,
810070685454,R96339,0,0,0,899.99,
810070685461,R96359,0,0,0,869.99,
810070685478,R96360,0,0,0,929.99,
810070685645,R96385,0,0,0,1119.99,
810070685690,R96492,0,0,0,869.99,
810070683993,R24991,0,0,0,869.99,
810070682828,R25012,0,0,0,779.99,
810070683849,R25077,23,26,49,419.99,
810070680008,R25315,0,0,0,1129.99,
810070680022,R25399,0,0,0,1129.99,
810070683856,R25549,33,10,43,419.99,
810070683863,R25559,3,10,13,419.99,
810070680640,R25787,0,0,0,899.99,
810070680657,R25791,0,0,0,899.99,
810070680664,R25793,0,0,0,899.99,
810070680671,R25803,0,0,0,929.99,
810070689575,R25804,0,0,0,899.99,
810070689582,R25805,0,0,0,899.99,
810070689599,R25806,0,0,0,929.99,
810070684006,R26927,0,2,2,789.99,
810070684013,R26929,0,0,0,789.99,
810070684020,R26947,0,0,0,789.99,
810070684037,R26949,0,0,0,789.99,
810070680701,R27007,0,0,0,929.99,
810070689605,R27008,0,0,0,929.99,
810070689612,R27010,0,0,0,929.99,
810070680725,R27011,0,0,0,929.99,
810070680749,R27017,0,0,0,929.99,
810070680756,R27047,0,0,0,964.99,
810070680763,R27049,0,0,0,964.99,
810070680282,R27093,15,10,25,539.99,
810070680299,R27094,23,15,38,539.99,
810070680305,R27095,17,5,22,539.99,
810070680312,R27097,10,0,10,539.99,
810070680329,R27099,14,0,14,539.99,
810070681586,R27357,0,0,0,649.99,
810070681593,R27359,6,3,9,649.99,
810070681609,R27361,7,0,7,649.99,
810070681616,R27363,10,8,18,649.99,
810070681623,R27385,0,0,0,649.99,
810070681630,R27387,8,5,13,649.99,
810070680039,R29549,0,0,0,1209.99,
810070688608,R68860,0,0,0,489.99,
810070688615,R68861,8,5,13,489.99,
810070688622,R68862,5,2,7,489.99,
810070688646,R68864,26,24,50,469.99,
810070688653,R68865,13,7,20,469.99,
810070688660,R68866,0,5,5,489.99,
810070688691,R68869,40,20,60,469.99,449.99
810070688707,R68870,42,20,62,469.99,
810070688714,R68871,18,10,28,469.99,449.99
810070688721,R68872,5,10,15,469.99,449.99
810070683887,R81192,5,11,16,509.99,
810070683917,R81198,6,4,10,559.99,
810070683955,R81212,7,0,7,559.99,
810070682972,R81230,0,0,0,419.99,
810070685133,R83392,0,0,0,919.99,
810070685157,R83441,0,0,0,959.99,
810070685164,R83442,0,0,0,919.99,
810070681678,R84148,43,17,60,649.99,
810070681715,R84158,0,0,0,909.99,
810070689254,R84159,0,0,0,909.99,
810070689247,R84160,9,4,13,909.99,
810070689230,R84161,0,0,0,909.99,
810070689650,R84167,0,0,0,909.99,
810070689667,R84168,0,0,0,909.99,
810070689674,R84169,0,0,0,909.99,
810070682064,R84203,0,0,0,749.99,
810070682071,R84204,4,5,9,749.99,
810070682101,R84207,4,6,10,719.99,
810070680343,R84600,16,10,26,539.99,
810070680398,R85407,19,4,23,539.99,
810070680404,R85417,13,8,21,559.99,
810070680411,R85418,3,7,10,559.99,
810070680428,R85425,6,4,10,559.99,
810070680466,R85447,47,15,62,539.99,
810070689353,R85743,0,0,0,464.99,
810070689360,R85744,0,0,0,464.99,
810070689377,R85745,0,0,0,464.99,
810070689384,R85746,0,0,0,464.99,
810070689391,R85747,0,0,0,464.99,
810070689414,R85749,0,0,0,464.99,
810070689407,R85757,0,0,0,464.99,
810070684297,R85773,0,0,0,459.99,
810070684310,R85826,5,4,9,419.99,
810070684327,R85832,11,17,28,419.99,
810070684334,R85834,9,3,12,419.99,
810070684358,R85836,37,5,42,419.99,
810070684365,R85837,4,3,7,419.99,
810070684068,R85838,0,0,0,419.99,
810070684372,R85839,9,5,14,419.99,
047700183640,18364,0,0,0,5.29,
047700194394,19439-REM,36,30,66,,
810070683023,R24401,12,9,21,,
810070683030,R24403,18,28,46,,
810070683047,R24407,57,7,64,,
810070683061,R24417,0,0,0,,
810070683085,R24421,0,0,0,,
810070683139,R24443,0,0,0,,
810070683146,R24447,0,0,0,,
810070683153,R24449,0,0,0,,
810070683344,R24901,1,15,16,,
810070683351,R24903,0,0,0,,
810070683382,R25047,0,0,0,,
810070681425,R86672,1,4,5,,
810070681432,R86673,2,3,5,,
850041390062,3C624LFI23,0,0,0,325.0,
850041390031,3P312ASI23,0,0,0,279.0,
850041390048,3P318LFI23,0,0,0,325.0,
850041390055,3P416AS23,0,0,0,245.0,
850041390215,3P416ASD23,0,0,0,245.0,
850041390017,3T18ASIBLK23,0,0,0,259.0,
850041390024,3T18ASIFDE23,0,0,0,259.0,
850041390116,5C428AFI23,0,0,0,539.0,
850041390109,5C428LFI23,0,0,0,539.0,
850041390093,5C525AFI23,0,0,0,479.0,
850041390086,5C525LFI23,0,0,0,479.0,
850041390079,5P212AS23,0,0,0,389.0,
850041390123,5T110LFI23,0,0,0,479.0,
850041390154,7C318LFI23,0,0,0,779.0,
850041390147,7C318LPFI23,0,0,0,779.0,
850041390161,7C324ASI23,0,0,0,839.0,
850041390178,7C324LFI23,0,0,0,839.0,
850041390192,7C432AFI23,0,0,0,959.0,
850041390185,7C432LFI23,0,0,0,959.0,
019962520365,X1H,0,4,4,24.0,
019962520167,XL1,6,0,6,24.0,
019962524868,X301QD,11,24,35,75.0,
019962520761,X30H,0,0,0,28.0,
019962520563,X30L,9,0,9,28.0,
019962520662,X30M,4,11,15,28.0,
019962520266,X1M,0,0,0,24.0,
019962527067,1TARD,0,0,0,115.0,
019962526961,1TRRD,99,99,198,115.0,65.0
019962527760,3TARD,99,99,198,173.0,
019962531262,3TMPRD,99,99,198,140.0,
019962532962,3TMPRD2,0,0,0,161.0,
019962533563,3TPRD2,99,99,198,161.0,
725327633587,2-RM641,0,0,0,434.99,
725327939627,2-RM649,0,0,0,454.99,
725327939917,2-RM661,0,0,0,434.99,
725327633648,2-RM669,0,0,0,454.99,
725327633624,2-RP631,0,0,0,324.99,
725327633631,2-RP639,0,0,0,334.99,
662205988738,920442093,0,0,0,614.99,
754908240302,920451613-TB,0,0,0,739.99,
662205988752,920452093,0,0,0,614.99,
754908232208,923571613-TB,0,0,0,739.99,
662205988769,923572013,0,0,0,579.99,
754908232000,923572013-GLD,0,0,0,644.99,
662205988776,923572093,0,0,0,614.99,
754908253005,923572093-LW,0,0,0,764.99,
754908211500,RB17H2111,0,0,0,159.99,
754908211401,RB22L1811,60,47,107,139.99,
754908211609,RB22W2111,44,16,60,159.99,
754908229703,RL22181SY,26,8,34,254.99,
754908229604,RL22181WD,30,27,57,289.99,
754908255702,RL22181WD-GLD1,12,18,30,339.99,
754908229901,RP22181SY,99,91,190,249.99,
754908229802,RP22181WD,16,8,24,284.99,
754908211302,RS22L1811,0,0,0,114.99,
754908254101,RS22L1811L,25,16,41,139.99,
754908212101,RS22L1811TL,15,23,38,114.99,
754908310807,RS22LP1811-TH,0,0,0,124.99,
754908213504,RS22W2111,18,11,29,249.99,
754908226405,RS22W2111-TH,26,17,43,254.99,
662205984624,SCJ4510,0,0,0,584.99,
725327628927,SCJ4510K,0,0,0,614.99,
662205985560,SCJ4510SS,0,0,0,629.99,
662205985553,SCJT4510,0,0,0,584.99,
754908231706,SSP1-BK,22,12,34,134.99,
754908299300,SSP1-BKAK,16,10,26,159.99,
754908232901,SSP1-OD,24,13,37,134.99,
754908275809,SSP20TKY,39,48,87,199.99,
754908234905,SSPTKY,30,10,40,174.99,
754908300303,RP22181SY-EN06,85,76,161,254.99,
754908299805,RP22181SY-EN01,99,77,176,254.99,214.99
662205988721,920442013,0,0,0,579.99,
754908232109,920442013-GLD,0,0,0,644.99,
754908232604,920442413,0,0,0,664.99,
662205988820,920451613,0,0,0,574.99,
662205988745,920452013,0,0,0,574.99,
754908310609,RP22181SY-EN11,0,32,32,254.99,
754908312504,RP22181SY-EN13,20,24,44,259.99,
754908312900,RP22181SY-EN14,18,15,33,259.99,
736676003068,0306,0,0,0,565.0,
736676003082,0308,0,0,0,634.0,
736676003099,KBN34-C,0,0,0,678.0,
736676003167,0316,0,0,0,565.0,
736676003181,0318,0,0,0,634.0,
736676003198,KBN36-C,0,0,0,678.0,
736676003334,0333,0,0,0,704.99,
736676004058,0405,0,0,0,565.0,
736676004065,0406,0,0,0,565.0,
736676004454,0445,0,0,0,565.0,
736676004461,0446,0,0,0,634.0,
736676004553,0455,0,0,0,565.0,
736676004638,0463,0,0,0,634.0,
736676004652,0465,0,0,0,565.0,
736676004775,0477,0,0,0,814.99,
736676005055,0505,0,0,0,565.0,
736676006212,0621,0,0,0,533.0,
736676006229,0622,0,0,0,533.0,
736676006236,0623,0,0,0,533.0,
736676006243,0624,0,0,0,533.0,
736676006250,KNR5-C,0,0,0,592.0,
736676006267,KNR6-C,0,0,0,592.0,
736676006298,0629,0,0,0,533.0,
736676006618,0661,0,0,0,533.0,
736676006625,KNR7H,0,0,0,741.0,
736676006762,0676,0,0,0,729.99,
736676008025,S47N-C,0,0,0,696.0,
736676008049,KS47N-C,0,0,0,696.0,
736676008063,KS411N-C,0,0,0,724.0,
736676008070,S411N-C,0,0,0,696.0,
736676008100,S45N-C,0,0,0,696.0,
736676008117,KS45N-C,0,0,0,696.0,
736676008131,S458N-C,0,0,0,696.0,
736676008148,KS458N-C,0,0,0,696.0,
736676008179,0817,0,0,0,764.99,
736676008605,KS-47NHNN,0,0,0,808.0,
736676008629,KS-47NHB,0,0,0,808.0,
736676008759,0875,0,0,0,854.99,
736676009121,SBC4,0,0,0,544.0,
736676009138,KSBC-4,0,0,0,582.0,
736676017027,GP141-C,0,0,0,651.0,
736676017041,GP161-C,0,0,0,651.0,
736676017058,KGP141-C,0,0,0,702.0,
736676017072,KGP161-C,0,0,0,702.0,
736676017157,KGPF331-C,0,0,0,678.0,
736676017409,1740,0,0,0,749.99,
736676017539,1753,0,0,0,879.99,
736676017546,1754,0,0,0,821.0,
736676017553,1755,0,0,0,821.0,
736676017577,1757,0,0,0,702.0,
736676017638,1763,0,0,0,749.99,
736676017737,1773,0,0,0,731.0,
736676017744,1774,0,0,0,731.0,
736676017751,1775-RUG,0,0,0,821.0,
736676017775,1777,0,0,0,934.99,
736676017805,1780,0,0,0,894.99,
736676017829,1782,0,0,0,869.99,
736676017836,1783,0,0,0,929.99,
736676017843,1784,0,0,0,979.99,
736676017867,1786,0,0,0,879.99,
736676017898,1789,0,0,0,879.99,
736676017904,1790,0,0,0,734.99,
736676020027,2002,99,99,198,176.0,
736676020034,2003,99,99,198,176.0,
736676020041,2004-RUG,48,71,119,176.0,
736676020140,2014,99,73,172,234.99,
736676020157,2015,50,68,118,187.0,
736676020164,2016,85,85,170,187.0,
736676020171,2017,62,35,97,187.0,
736676020300,2030,99,99,198,234.99,
736676020379,2037-RUG,38,35,73,176.0,
736676020386,2038,37,10,47,176.0,
736676020393,2039-RUG,28,26,54,176.0,
736676020409,2040,0,36,36,176.0,
736676020423,2042-RUG,28,24,52,176.0,
736676020430,2043,0,0,0,176.0,
736676020522,2052,19,0,19,176.0,
736676020539,2053,84,77,161,176.0,
736676020546,2054,57,0,57,176.0,
736676032532,3253,1,99,100,449.0,
736676032839,3283,99,99,198,232.0,
736676032853,3285,0,0,0,257.99,
736676032877,3287,43,0,43,257.99,
736676032891,3289,0,0,0,259.99,
736676032952,3295,99,99,198,256.0,256.0
736676032976,3297,99,74,173,244.0,
736676035007,3500,99,99,198,393.0,
736676035014,3501-RUG,99,0,99,393.0,
736676035021,3502,81,30,111,419.0,
736676035038,3503-RUG,0,0,0,393.0,
736676035113,3511,0,1,1,429.99,
736676035120,3512,28,69,97,424.99,
736676035137,3513,99,99,198,424.99,
736676036004,3600,0,0,0,374.0,
736676036042,3604,35,47,82,411.0,
736676036066,3606,74,8,82,404.99,
736676036073,3607,41,99,140,396.0,
736676036110,3611,75,53,128,399.99,
736676036134,3613,99,99,198,394.99,
736676036202,3620,75,16,91,392.0,
736676036257,3625,99,35,134,419.99,
736676036479,3647,92,95,187,414.99,
736676036554,3655,0,0,0,399.99,
736676037018,3701,99,88,187,222.0,
736676037254,3725,23,23,46,249.99,
736676037421,3742,99,99,198,249.99,
736676037452,3745-RUG,55,77,132,264.99,
736676037469,3746-RUG,63,84,147,249.99,
736676037520,3752,0,0,0,289.0,
736676037568,3756,0,0,0,249.99,
736676037919,3791,84,99,183,233.0,
736676038107,3810,99,99,198,313.0,
736676038114,3811,99,99,198,313.0,
736676038138,3813,98,99,197,359.99,
736676038152,3815,7,44,51,444.0,
736676038169,3816,24,18,42,359.0,
736676038183,3818,0,0,0,313.0,
736676038190,3819,0,0,0,326.0,
736676038213,3821-RUG,99,98,197,349.99,
736676038251,3825-RUG,99,88,187,444.0,
736676038299,3829,99,53,152,326.0,
736676038305,3830,0,0,0,359.0,
736676038329,3832,50,3,53,359.99,
736676038374,3837,99,99,198,349.99,
736676038381,3838,99,41,140,359.99,
736676038398,3839,0,0,0,251.0,251.0
736676038404,3840,0,0,0,379.99,
736676038558,3855,0,0,0,251.0,
736676049233,4923,89,99,188,262.0,
736676049240,4924,32,9,41,350.0,
736676049318,4931,0,0,0,294.99,
736676049325,4932,0,0,0,399.99,
736676049332,4933,0,0,0,399.99,
736676049349,4934,99,60,159,349.99,
736676049356,4935,47,0,47,492.0,
736676049370,4937-RUG,0,0,0,304.99,
736676049387,4938,0,0,0,290.0,
736676049400,4940,99,0,99,294.99,
736676050413,5041,0,0,0,914.0,
736676050437,5043,0,0,0,914.0,
736676050444,5044,0,0,0,914.0,
736676050505,5050,0,0,0,914.0,
736676050512,5051,0,0,0,914.0,
736676050598,5059,0,0,0,914.0,
736676050604,5060,0,0,0,914.0,
736676050659,5065-RUG,0,0,0,1233.0,
736676051014,NV-455,0,0,0,696.0,
736676051021,NV-44,0,0,0,696.0,
736676051045,KNV-455,0,0,0,696.0,
736676051052,KNV-44,0,0,0,696.0,
736676051069,NV-35,0,0,0,696.0,
736676051076,NV-34,0,0,0,696.0,
736676051083,KNV-35,0,0,0,696.0,
736676051090,KNV-34,0,0,0,696.0,
736676051205,5120,0,0,0,829.99,
736676051298,5129-RUG,0,0,0,756.0,
736676051304,5130,0,0,0,756.0,
736676051335,5133,0,0,0,756.0,
736676051342,5134,0,0,0,756.0,
736676051410,5141,0,0,0,809.99,
736676051441,5144,0,0,0,809.99,
736676051571,5157,0,0,0,1044.99,
736676051588,5158,0,0,0,744.99,
736676051595,5159,0,0,0,744.99,
736676051656,5165,0,0,0,909.99,
736676053018,KSRH-2454,0,0,0,999.0,
736676053025,5302,0,0,0,999.0,
736676053032,KSRH-2,0,0,0,999.0,
736676054015,5401,91,56,147,492.0,
736676054107,5410,4,0,4,492.0,
736676054305,5430-RUG,94,99,193,492.0,
736676054312,5431-RUG,68,16,84,492.0,
736676054350,5435-RUG,47,37,84,492.0,
736676054374,5437-RUG,0,0,0,492.0,
736676054398,5439,0,0,0,492.0,
736676054442,5444,0,0,0,569.0,
736676054503,5450,0,0,0,569.0,
736676054527,5452-RUG,0,25,25,569.0,
736676054565,5456,45,0,45,569.0,
736676054602,5460,0,0,0,569.0,
736676054626,5462,99,25,124,569.0,
736676054640,5464,0,0,0,569.0,
736676055012,KSRH7-C,0,0,0,972.0,
736676055029,KSRH9-C,0,0,0,972.0,
736676055050,KSRH-7454,0,0,0,999.0,
736676055074,5507,0,0,0,999.0,
736676055173,5517,0,0,0,1064.99,
736676057184,KSP321-C,1,5,6,608.0,
736676057191,KSP331-C,0,0,0,608.0,
736676057207,KSP321XL-C,38,43,81,608.0,
736676057375,KSP821-C,65,79,144,608.0,
736676057641,5764,0,0,0,859.99,
736676057658,5765,0,0,0,648.0,
736676057719,5771-RUG,0,0,0,648.0,
736676057733,5773-RUG,0,0,0,648.0,
736676057740,5774,0,0,0,759.99,
736676057825,5782,0,0,0,726.0,
736676057832,5783-RUG,0,0,0,608.0,
736676057849,5784,0,0,0,608.0,
736676057856,5785,0,0,0,849.99,
736676067008,6700,84,37,121,795.0,
736676067022,6702,0,0,0,795.0,
736676067114,6711,0,0,0,826.0,
736676067220,6722,0,0,0,826.0,
736676067367,6736,0,0,0,841.0,
736676067398,6739,0,0,0,841.0,
736676067565,6756,0,0,0,989.99,
736676067589,6758,0,0,0,826.0,
736676067596,6759,0,0,0,841.0,
736676067626,6762,0,0,0,826.0,
736676067688,6768,0,0,0,1074.99,
736676067732,6773,0,0,0,964.99,
736676067763,6776,0,0,0,1623.0,
736676081004,8100,0,0,0,592.0,
736676081509,8150-RUG,0,0,0,592.0,
736676086054,8605,75,59,134,457.0,
736676086184,8618,0,0,0,457.0,
736676086351,8635,0,0,0,457.0,
736676086375,8637,0,0,0,457.0,
736676086382,8638,0,0,0,457.0,
736676086399,8639,24,45,69,457.0,
736676086450,8645,0,0,0,457.0,
736676086481,8648,10,1,11,457.0,
736676086498,8649,0,0,0,457.0,
736676086504,8650,35,26,61,457.0,
736676086610,8661,0,0,0,457.0,
736676086634,8663,0,0,0,457.0,
736676086726,8672,0,4,4,457.0,
736676086832,8683,19,37,56,457.0,
736676105977,10597,0,0,0,744.99,
736676132003,13200,99,99,198,256.0,256.0
736676132010,13201,13,2,15,243.0,
736676132119,13211,99,99,198,261.0,
736676132133,13213,0,0,0,289.99,
736676137053,13705,99,25,124,289.0,
736676137107,13710,0,0,0,248.0,
736676137145,13714,99,99,198,318.0,
736676137169,13716,99,99,198,318.0,
736676137176,13717,0,0,0,349.99,
736676137190,13719,0,0,0,359.99,349.99
736676137213,13721,37,23,60,354.99,
736676137251,13725-RUG,48,94,142,314.99,
736676137268,13726,0,0,0,319.99,
736676137275,13727,0,0,0,314.99,
736676137350,13735,0,0,0,349.99,
736676137367,13736,99,99,198,354.99,354.99
736676137381,13738,0,0,0,379.99,
736676137398,13739,0,0,0,379.99,
736676137404,13740,0,0,0,379.99,
736676137411,13741,0,0,0,379.99,
736676137428,13742,0,0,0,379.99,
736676137435,13743,99,99,198,333.0,
736676157020,15702,0,0,0,608.0,
736676157044,15704,0,0,0,849.99,
736676157105,15710,0,0,0,764.99,
736676164011,16401,35,0,35,597.0,
736676164028,16402,2,17,19,597.0,
736676164035,16403,27,6,33,597.0,
736676164059,16405,18,16,34,654.99,
736676164066,16406,0,0,0,654.99,
736676164073,16407,5,0,5,654.99,
736676164127,16412,99,99,198,654.99,
736676164141,16414,0,99,99,674.99,
736676164158,16415,0,45,45,709.99,
736676291007,29100-RUG,0,0,0,597.0,
736676291014,29101,0,0,0,597.0,
736676401017,40101,98,65,163,440.0,
736676401031,40103,0,0,0,545.0,
736676401048,40104,10,0,10,369.0,
736676401055,40105,0,0,0,369.0,
736676401079,40107,7,99,106,344.0,
736676401123,40112,0,0,0,628.0,
736676401185,40118,0,0,0,648.0,
736676401260,40126,1,25,26,567.0,
736676401499,40149,55,55,110,435.0,
736676401505,40150,28,59,87,483.0,
736676401598,40159,25,10,35,483.0,
736676401604,40160,0,0,0,690.0,
736676401673,40167,99,99,198,499.99,
736676401734,40173,0,10,10,480.0,
736676401741,40174,0,0,0,575.0,
736676401772,40177,99,17,116,499.99,
736676439102,43910,0,0,0,499.99,
736676439157,43915,0,0,0,499.99,
736676439164,43916,0,0,0,499.99,
736676439218,43921,0,0,0,517.0,
736676439225,43922,99,99,198,544.99,
736676439263,43926,99,99,198,480.0,
736676439270,43927,99,99,198,480.0,
736676439324,43932,0,0,0,499.99,
736676439331,43933,0,0,0,499.99,
736676439348,43934,0,0,0,480.0,
736676439355,43935,0,0,0,499.99,
736676439454,43945,99,36,135,480.0,
736676439461,43946,99,99,198,559.99,
736676439478,43947,99,99,198,559.99,
736676439485,43948,99,99,198,559.99,
,BB-8353,0,0,0,,
736676011025,10/22-DSP,0,0,0,349.0,
736676011032,10/22-RB,99,99,198,260.0,
736676011513,1151,99,21,120,260.0,
736676012565,1256,99,99,198,289.0,
736676012619,1261,89,56,145,301.0,
736676012657,1265-RUG,0,0,0,359.99,
736676012961,1296,0,51,51,387.99,
736676058013,5801-RUG,0,0,0,837.0,
736676058020,5802,0,0,0,899.0,
736676058037,5803-RUG,0,0,0,889.99,
736676058044,5804,0,0,0,899.0,
736676058051,5805-RUG,0,0,0,899.0,
736676058068,5806,0,0,0,899.0,
736676058167,5816,0,0,0,887.0,
736676058174,5817,0,0,0,960.0,
736676058198,5819-RUG,0,0,0,984.0,
736676058471,5847-RUG,0,0,0,914.0,
736676058532,5853,0,0,0,960.0,
736676058549,5854,0,0,0,914.0,
736676058556,5855-RUG,29,0,29,837.0,
736676058648,5864,0,0,0,914.0,
736676058686,5868,0,0,0,984.0,
736676058860,5886,0,0,0,934.99,
736676058877,5887,0,0,0,979.99,
736676058884,5888,0,0,0,914.0,
736676058891,5889-RUG,0,0,0,887.0,
736676058907,5890,0,0,0,999.99,
736676068036,6803,0,0,0,960.0,
736676068210,6821,0,0,0,1012.0,
736676068227,6822,0,0,0,1012.0,
736676068296,6829,0,0,0,1012.0,
736676068371,6837,0,0,0,1012.0,
736676068418,6841,7,0,7,959.0,
736676069019,6901,86,99,185,395.0,
736676069026,6902,6,0,6,395.0,
736676069033,6903-RUG,36,36,72,395.0,
736676069040,6904,67,99,166,395.0,395.0
736676069064,6906,96,99,195,395.0,395.0
736676069071,6907,62,29,91,395.0,
736676069088,6908,87,16,103,395.0,
736676069095,6909-RUG,99,95,194,395.0,
