itemNumber,upc,mfgModelNumber,quantity,allocated,onSale,price,currentPrice,retailMap
BR011-8203005,023614398219,0118203005,0,False,False,1729.0,1729.0,2029.99
BR011-8203004,023614398226,0118203004,0,False,False,1729.0,1729.0,2029.99
BR011-8012005,023614072171,0118012005,0,True,False,1419.0,1419.0,1679.99
BL430952BK,648018120329,430952BK,6,False,False,13.59,13.59,0.0
BR018-140306,023614734642,018140306,0,False,False,1899.0,1899.0,0.0
BR035-208223,023614258056,035208223,0,True,False,809.0,809.0,949.99
BR018-140605,023614734673,018140605,0,False,False,1899.0,1899.0,0.0
BR018-0804010,023614443964,0180804010,0,True,False,4809.0,4809.0,5599.99
BU200077,000381000774,200077,23,False,False,130.05,130.05,169.99
BT920441693,662205988790,920441693,0,True,False,584.35,584.35,0.0
BT920451613,662205988820,920451613,0,True,False,547.83,547.83,0.0
BT920452013,662205988745,920452013,0,True,False,547.83,547.83,0.0
BR035-332218,023614042877,035332218,0,True,False,1309.0,1309.0,0.0
BR035-332223,023614042891,035332223,0,True,False,1309.0,1309.0,0.0
BR035-332224,023614042907,035332224,0,True,False,1309.0,1309.0,0.0
BR035-332226,023614042914,035332226,0,False,False,1309.0,1309.0,0.0
BR035-332227,023614042938,035332227,0,True,False,1359.0,1359.0,0.0
BR035-332229,023614042945,035332229,0,True,False,1359.0,1359.0,0.0
BU200019,000381000194,200019,25,False,False,99.5,99.5,129.99
BR035-332246,023614042969,035332246,0,False,False,1359.0,1359.0,0.0
BR035-332282,023614444046,035332282,0,True,False,1309.0,1309.0,0.0
BR035-332216,023614042884,035332216,0,True,False,1309.0,1309.0,0.0
BR035-342208,023614044369,035342208,0,True,False,809.0,809.0,949.99
BR035-344209,023614044413,035344209,0,False,False,909.0,909.0,1079.99
BR035-345209,023614044437,035345209,0,True,False,1239.0,1239.0,1449.99
BR035-395229,023614442134,035395229,0,True,False,1859.0,1859.0,2179.99
BR035-438218,023614679318,035438218,2,False,False,1059.0,1059.0,1249.99
BR035-342209,023614044376,035342209,0,True,False,809.0,809.0,949.99
BR035-332211,023614042860,035332211,0,True,False,1309.0,1309.0,0.0
BR035-332209,023614042853,035332209,0,True,False,1309.0,1309.0,0.0
BR035-332248,023614042952,035332248,0,True,False,1359.0,1359.0,1389.99
BU200017,000381000170,200017,25,False,False,107.39,107.39,139.99
BTSCJT4510,662205985553,SCJT4510,0,True,False,558.26,558.26,0.0
BT358001800,754908226306,358-0018-00,0,False,False,20.33,20.33,0.0
BR018-0804009,023614443971,0180804009,0,True,False,4809.0,4809.0,5599.99
BR018-0766005,023614737063,0180766005,0,True,False,2199.0,2199.0,2579.99
BR013-5833009,023614398387,0135833009,0,False,False,2639.0,2639.0,0.0
BR013-5833010,023614398370,0135833010,0,False,False,2639.0,2639.0,0.0
BR013-6243009,023614400684,0136243009,0,True,False,3029.0,3029.0,3529.99
BR018-0024009,023614043775,0180024009,0,True,False,3359.0,3359.0,3929.99
BR018-0024010,023614043768,0180024010,0,True,False,3359.0,3359.0,3929.99
BR018-073302,023614443018,018073302,0,True,False,1889.0,1889.0,2199.99
BR018-073303,023614443001,018073303,0,True,False,1889.0,1889.0,2199.99
BR018-073304,023614442998,018073304,0,True,False,1889.0,1889.0,2199.99
BR018-073603,023614443032,018073603,0,True,False,1889.0,1889.0,2199.99
BR018-073604,023614443025,018073604,0,False,False,1889.0,1889.0,2199.99
BR018-074326,023614443209,018074326,0,True,False,1949.0,1949.0,2279.99
BR018-074327,023614443216,018074327,0,True,False,1949.0,1949.0,2279.99
BR018-075326,023614686200,018075326,0,True,False,2299.0,2299.0,2679.99
BR018-075327,023614686217,018075327,0,True,False,2299.0,2299.0,2679.99
BR018-0764005,023614736578,0180764005,0,False,False,2199.0,2199.0,2579.99
BR013-5313010,023614073185,0135313010,0,True,False,2639.0,2639.0,3079.99
BR035-208211,023614257998,035208211,0,True,False,809.0,809.0,949.99
BR12504,023614047605,12504,2,False,False,38.75,38.75,0.0
BSTHUN380DLXBLM,810083204253,THUN380DLXBLMAG,0,True,False,29.41,29.41,0.0
BSTHUN9UCM13MAG,810083204277,THUN9UCM13MAG,0,False,False,32.94,32.94,0.0
BR051-537490,023614735328,051537490,0,False,False,329.0,329.0,0.0
BR018-140606,023614734666,018140606,0,False,False,1899.0,1899.0,0.0
RUAMERRFCAH22MA,736676083855,8385,0,False,False,444.66,444.66,0.0
CN8010303300,696528087540,801-03033-00,0,False,False,1771.99,1771.99,0.0
RUKHM77R3006,736676571086,57108,0,True,False,928.0,928.0,0.0
RUH77CR308,736676371396,37139,0,False,False,827.0,827.0,0.0
RUHGP-331-NVK,736676017539,1753,0,False,False,853.04,853.04,0.0
RUHK77CRBBZ243,736676171088,17108,0,False,False,893.0,893.0,0.0
RUBN41,736676004058,0405,0,True,False,565.0,565.0,0.0
RUBN42,736676004065,0406,0,True,False,565.0,565.0,0.0
RUBN44X,736676004461,0446,0,False,False,634.0,634.0,0.0
RUBN45,736676004553,0455,0,True,False,565.0,565.0,0.0
RUHKGP-1031-NVK,736676017805,1780,0,False,False,865.42,865.42,0.0
RUKAMER-RF-BL17,736676083695,8369,0,False,False,449.0,449.0,0.0
RUKAMER-RF-W,736676083596,8359,0,True,False,446.72,446.72,0.0
RUGP4451,736676017706,1770,0,False,False,756.63,756.63,0.0
RUKAMER-RF-W17,736676083657,8365,0,True,False,454.96,454.96,0.0
RUKAMERRFBL22LR,736676083671,8367,0,False,False,449.0,449.0,0.0
RUKAMERRFBL22WM,736676083688,8368,0,False,False,449.0,449.0,0.0
RUK1022RBIM,736676012640,1264,0,True,False,372.87,372.87,0.0
RUKAMERRFTH22LR,736676083664,8366,0,False,False,471.0,471.0,0.0
RUKBNV-443,736676105984,10598,0,False,False,724.1,724.1,0.0
RUKBNV-455-I,736676105977,10597,0,True,False,724.1,724.1,0.0
RUKBNVBH443,736676105960,10596,0,True,False,724.1,724.1,0.0
RUKGP-141EN,736676017843,1784,0,True,False,950.98,950.98,0.0
RUKGP1040MCA,736676017751,1775,0,False,False,821.0,821.0,0.0
RUKGP1317,736676017829,1782,0,False,False,854.08,854.08,0.0
RUKAMER-RF-W22M,736676083640,8364,0,False,False,454.96,454.96,0.0
RUK1022RBD-FS,736676012961,1296,0,True,False,381.12,381.12,0.0
RUGP35751,736676017683,1768,0,False,False,741.16,741.16,0.0
RUGP-141EN,736676017836,1783,0,False,False,899.43,899.43,0.0
RUKSP321XEN,736676057641,5764,0,True,False,827.28,827.28,0.0
RUKSP321XNVK,736676057740,5774,0,True,False,732.35,732.35,0.0
RUKSP32741,736676057733,5773,0,True,False,648.0,648.0,0.0
RUKSRH-710,736676055227,5522,0,False,False,1010.86,1010.86,0.0
RUKRNVB-445-SPL,736676052509,5250,0,False,False,698.89,698.89,0.0
RUKRNVB-444-SPL,736676052493,5249,0,True,False,698.89,698.89,0.0
RUKNVB-44X,736676052431,5243,0,True,False,759.72,759.72,0.0
RUKNVBH-33,736676051625,5162,0,True,False,724.1,724.1,0.0
RUKNVBH-453,736676051519,5151,0,True,False,716.33,716.33,0.0
RUKNVBH-453A,736676051526,5152,0,False,False,716.33,716.33,0.0
RUGP32751,736676017690,1769,0,False,False,756.63,756.63,0.0
RUKNVRB35,736676051304,5130,0,False,False,756.0,756.0,0.0
RUKRBS-4-454,736676008735,0873,0,True,False,854.55,854.55,0.0
RUKRBS-4-480,736676008728,0872,0,True,False,854.55,854.55,0.0
RUKRBS-6-454,736676008711,0871,0,True,False,854.55,854.55,0.0
RUKRBS-6-480,736676008704,0870,0,False,False,854.55,854.55,0.0
RUKRH-357-CS3,736676050659,5065,0,False,False,1233.0,1233.0,0.0
RUKRH-444,736676050444,5044,0,True,False,914.0,914.0,0.0
RUKRH-445,736676050437,5043,0,False,False,914.0,914.0,0.0
RUKRH-45A,736676050505,5050,0,True,False,914.0,914.0,0.0
RUKRH3575,736676050604,5060,0,False,False,914.0,914.0,0.0
RUGKSP341X,736676057825,5782,0,False,False,726.0,726.0,0.0
RUKNVRB455,736676051298,5129,0,True,False,756.0,756.0,0.0
RUK1022RB-CIII,736676211968,21196,0,True,False,455.15,455.15,0.0
RUHKM77LRH6.5PR,736676471973,47197,0,False,False,1073.0,1073.0,0.0
RUHKM77RSG375RU,736676471256,47125,0,False,False,1073.0,1073.0,0.0
RUSR1911-9T-RT1,736676067664,6766,0,False,False,1842.0,1842.0,0.0
RUSR1911-RG,736676067688,6768,0,False,False,1048.24,1048.24,0.0
RUSR1911-SOP,736676067626,6762,0,False,False,826.0,826.0,0.0
RUSR191145T-RCS,736676067763,6776,0,False,False,1623.0,1623.0,0.0
RUSR19119AOFC,736676067589,6758,0,True,False,826.0,826.0,0.0
RUSR1911CMD9A,736676067220,6722,0,False,False,826.0,826.0,0.0
RUP17/10,736676900893,90089,0,False,False,24.77,24.77,0.0
RUKSRH7G,736676055203,5520,0,True,False,1010.86,1010.86,0.0
RUKSSM-4-327,736676081615,8161,0,True,False,611.28,611.28,0.0
RUKSSM-5-327,736676081608,8160,0,True,False,611.28,611.28,0.0
RUSR1911-9T,736676067596,6759,0,False,False,841.0,841.0,0.0
RUKSSM-7-327,736676081622,8162,0,True,False,611.28,611.28,0.0
RUP-18/10,736676900886,90088,28,False,False,24.77,24.77,0.0
RUNR-4-10,736676081028,8102,0,True,False,545.31,545.31,0.0
RUNR5F,736676006298,0629,0,True,False,533.0,533.0,0.0
RUNR617,736676006618,0661,0,True,False,533.0,533.0,0.0
RUNV35TYLE,736676051649,5164,0,False,False,880.97,880.97,0.0
RUNVB-34X,736676052448,5244,0,True,False,652.51,652.51,0.0
RUNVB-35X,736676052462,5246,0,False,False,652.51,652.51,0.0
RUNVB-44X,736676052424,5242,0,True,False,759.72,759.72,0.0
RUNVB-455X,736676052400,5240,0,True,False,759.72,759.72,0.0
RUNVBH-453A,736676051540,5154,0,False,False,716.33,716.33,0.0
RUKSSMBH-3-327,736676081639,8163,0,True,False,560.77,560.77,0.0
RUSR1911-10-NW,736676067565,6756,0,False,False,962.5,962.5,0.0
RUSR1911-10,736676067398,6739,0,False,False,841.0,841.0,0.0
RUSP321XEN,736676157044,15704,0,True,False,828.4,828.4,0.0
RUHKM77RSG416RU,736676471300,47130,0,False,False,1073.0,1073.0,0.0
RUHKM77RZ204,736676171231,17123,0,False,False,953.0,953.0,0.0
RUHKM77RZ6.5CR,736676471089,47108,0,False,False,953.0,953.0,0.0
RUHM77300WIN,736676471836,47183,0,False,False,1073.0,1073.0,0.0
RUHM77TARG6.5CR,736676471843,47184,0,True,False,1073.0,1073.0,0.0
RUHKM77FTW6.5CR,736676471706,47170,0,False,False,1073.0,1073.0,0.0
RUKSRH5454,736676055173,5517,0,True,False,1038.68,1038.68,0.0
RURAMAGADAP9MM,736676906208,90620,2,False,False,6.71,6.71,0.0
RURNVB-444-SPCL,736676052363,5236,0,False,False,611.28,611.28,0.0
RURNVB-445-SPCL,736676052356,5235,0,False,False,611.28,611.28,0.0
RUSBC4,736676009121,0912,0,True,False,544.0,544.0,0.0
RUSBCA-4,736676009169,0916,0,False,False,588.59,588.59,0.0
RUSBCBH-3,736676009183,0918,0,True,False,560.77,560.77,0.0
RUPCC-9FDE,736676191055,19105,0,True,False,578.75,578.75,0.0
RUPCC-9ODG,736676191062,19106,0,True,False,552.52,552.52,0.0
RUPRECISM65PRC,736676180424,18042,0,True,False,1280.0,1280.0,0.0
RUSECURITY-9SCH,736676038190,3819,0,True,False,326.0,326.0,0.0
RUSR9CEXTMAG-10,736676903696,90369,0,False,False,28.22,28.22,0.0
RUSSMRB5327,736676081646,8164,0,False,False,574.17,574.17,0.0
RUVS00509E,736676903689,90368,1,False,False,28.22,28.22,0.0
RUSSM-4-327,736676081653,8165,0,True,False,549.43,549.43,0.0
RUSECURITY9CSCH,736676038299,3829,0,False,False,326.0,326.0,0.0
RUSP-321X,736676157020,15702,0,True,False,608.0,608.0,0.0
RUKSP-32731X,736676057849,5784,0,True,False,608.0,608.0,0.0
RUKS43N,736676008179,0817,0,True,False,752.96,752.96,0.0
RUKSP-321X,736676057856,5785,0,False,False,821.09,821.09,0.0
RUKSP-242-8,736676057658,5765,0,False,False,648.0,648.0,0.0
SFXDS4006,706397905842,XDS4006,0,False,False,20.0,20.0,0.0
SFXDS4007,706397905835,XDS4007,2,False,False,28.24,28.24,0.0
SFXDS5005,706397892845,XDS5005,0,False,False,20.0,20.0,0.0
SFXDSG93340B,706397926885,XDSG93340B,0,True,False,406.0,406.0,0.0
SI1911FCA45NMR,798681436170,1911FCA-45-NMR,0,True,False,1133.0,1133.0,1299.99
SI1911M45STX,798681583393,1911M-45-STX,0,False,False,1046.0,1046.0,0.0
SI1911R45BSSCA,798681437139,1911R-45-BSS-CA,0,True,False,1133.0,1133.0,1299.99
SI1911R45ESCPN,798681503995,1911R-45-ESCPN,0,True,False,1133.0,1133.0,1299.99
SCAC87,817272010015,AC87,0,False,False,9.1,9.1,11.9
SFPC9105LCA18,706397919498,PC9105LCA18,0,True,False,1406.0,1406.0,0.0
SFXDS0908DE,706397900236,XDS0908DE,2,False,False,28.24,28.24,0.0
SFPC9107LCA18,706397919511,PC9107LCA18,0,True,False,1339.0,1339.0,0.0
SFPI4723,706397647230,PI4723,5,False,False,20.0,20.0,0.0
SFPI6082,706397851699,PI6082,0,False,False,27.06,27.06,0.0
SFPI9132LCA,706397913168,PI9132LCA,0,True,False,865.0,865.0,0.0
SFPI9209LCA,706397913113,PI9209LCA,0,True,False,1016.0,1016.0,0.0
SFPX9109LCA,706397913144,PX9109LCA,0,True,False,773.0,773.0,0.0
SFPB9151LCA,706397913137,PB9151LCA,0,True,False,708.0,708.0,0.0
SFMP9826C65,706397916022,MP9826C65,0,True,False,1662.0,1662.0,0.0
SFMA5019,706397250195,MA5019,0,False,False,28.24,28.24,0.0
SFMA9222CA,706397019228,MA9222CA,0,True,False,1594.0,1594.0,0.0
SFMA9826C65CA,706397916985,MA9826C65CA,0,True,False,1614.0,1614.0,0.0
SFPC9108LCA18,706397919535,PC9108LCA18,0,True,False,1339.0,1339.0,0.0
SFXDS0908,706397897918,XDS0908,1,False,False,28.24,28.24,0.0
SFXDS0907,706397893941,XDS0907,2,False,False,20.0,20.0,0.0
SFXDM5011,706397877187,XDM5011,0,False,False,23.53,23.53,0.0
TDCRS-351130LT,040589027432,CRS-351130LT,0,False,False,475.0,475.0,0.0
TDCR301130T,040589027715,CR301130T,0,False,False,433.7,433.7,0.0
TDCRY301130T,040589027722,CRY301130T,0,False,False,433.7,433.7,0.0
TDCR5-301130T,040589027500,CR5-301130T,0,False,False,490.22,490.22,0.0
TDCR5-571130,040589027449,CR5-571130,0,False,False,466.3,466.3,0.0
TDCR441130,040589027678,CR441130,0,False,False,443.48,443.48,0.0
TDCRS-471130T,040589027470,CRS-471130T,0,False,False,498.91,498.91,0.0
WA2836335,723364213922,2836335,0,False,False,60.0,60.0,0.0
BGB14LM5610,043125015351,B14LM5610,0,False,False,964.57,964.57,1149.99
BGB14LM657,043125015368,B14LM657,0,False,False,964.57,964.57,1149.99
RUBN31,736676005055,0505,0,True,False,565.0,565.0,0.0
SFXD9645,706397900014,XD9645,14,False,False,458.0,458.0,0.0
SFXD9822,706397853464,XD9822,0,False,False,418.0,418.0,0.0
SFXDE09091,706397914141,XDE09091,2,False,False,28.24,28.24,0.0
SFXDE5006,706397914059,XDE5006,2,False,False,23.53,23.53,0.0
SFXDE5006H,706397914127,XDE5006H,1,False,False,31.76,31.76,0.0
SFXDE50071,706397914158,XDE50071,0,False,False,28.24,28.24,0.0
SFXDG0931FDE,706397904548,XDG0931FDE,2,False,False,28.24,28.24,0.0
SFXD0940,706397850739,XD0940,2,False,False,20.0,20.0,0.0
SI226R9SCPNCA,798681450107,226R-9-SCPN-CA,0,True,False,1133.0,1133.0,1299.99
SI220R510ESCPN,798681555512,220R5-10-ESCPN,0,True,False,1198.0,1198.0,1379.99
SI220R45BSSCA,798681437238,220R-45-BSS-CA,0,True,False,879.0,879.0,999.99
SFXDG4550FDE,706397905811,XDG4550FDE,2,False,False,28.24,28.24,0.0
SI716G21865DMDE,798681581535,R716G2-H18B-65-DMR-FDE,0,True,False,2419.0,2419.0,2749.99
RUNV34X,736676051618,5161,0,True,False,779.3,779.3,0.0
SISOSBDX32111,798681610570,SOSBDX32111,0,False,False,335.99,335.99,0.0
SISOK10602,798681604371,SOK10602,0,False,False,157.49,157.49,0.0
SISOF36501,798681591428,SOF36501,0,False,False,74.99,74.99,0.0
SIMAG2264310,798681108602,MAG-226-43-10,3,False,False,38.0,38.0,0.0
SI9389BRGAMBI,798681443352,938-9-BRG-AMBI,0,True,False,571.0,571.0,649.99
SI9389PSPAMBI,798681512249,938-9-PSP-AMBI,0,True,False,599.0,599.0,0.0
SIGRIPMODC45MBK,798681519392,GRIP-MOD-C-45-M-BLK,1,False,False,36.0,36.0,0.0
SIGRIPMODC45SBK,798681519408,GRIP-MOD-C-45-SM-BLK,0,False,False,36.0,36.0,0.0
SISOA10005,798681521722,SOA10005,0,False,False,40.61,40.61,59.99
SIMAG365912COY,798681619221,MAG-365-9-12-COY,0,False,False,38.0,38.0,0.0
RUKNR-4-10,736676081011,8101,0,False,False,622.62,622.62,0.0
RUKNR7H,736676006625,0662,0,True,False,741.0,741.0,0.0
SISOJ41001,798681563142,SOJ41001,0,False,False,303.99,303.99,399.99
RUKNV-34-FD,736676051595,5159,0,True,False,724.1,724.1,0.0
RUKNV-455-TALO,736676051571,5157,0,False,False,1011.88,1011.88,0.0
RUKNV34-SASS,736676051335,5133,0,False,False,756.0,756.0,0.0
RUKNR-6-TALO,736676006762,0676,0,False,False,710.7,710.7,0.0
RUKGP2255,736676017577,1757,0,True,False,702.0,702.0,0.0
RUKGPF321,736676017638,1763,0,True,False,729.25,729.25,0.0
RUKNV455-SASS,736676051342,5134,0,True,False,756.0,756.0,0.0
RUKS47NHB,736676008629,0862,0,False,False,808.0,808.0,0.0
RUKSBC4,736676009138,0913,0,False,False,582.0,582.0,0.0
RUKSBCA-4,736676009176,0917,0,True,False,629.83,629.83,0.0
RUKSBCBH-3,736676009152,0915,0,True,False,600.97,600.97,0.0
RUKNV-44-FD,736676051588,5158,0,False,False,724.1,724.1,0.0
SIUD238380B1,798681416714,UD238-380-B1,0,True,False,395.83,395.83,0.0
SIUD22045B1,798681292356,UD220-45-B1,0,True,False,599.99,599.99,0.0
SIUD20229B1,798681313280,UD2022-9-B1,0,False,False,349.99,349.99,0.0
SISOK16BDX01,798681617975,SOK16BDX01,0,False,False,479.99,479.99,599.99
SISOL36501,798681586059,SOL36501,0,False,False,115.49,115.49,0.0
SISOL36502,798681591381,SOL36502,0,False,False,157.49,157.49,0.0
SISOR52122,798681600069,SOR52122,0,False,False,194.24,194.24,269.99
SISOR43032,798681567898,SOR43032,0,False,True,385.02,361.91,0.0
SIUD320F9B1,798681523061,UD320F-9-B1,0,True,False,349.99,349.99,0.0
SIUD320SC9B1,798681523184,UD320SC-9-B1,0,True,False,349.99,349.99,0.0
SIUD9389B1,798681453153,UD938-9-B1,0,True,False,465.83,465.83,0.0
SIUDE22640B1,798681306459,UDE226-40-B1,0,True,False,599.99,599.99,0.0
SIUDE2269B1,798681306442,UDE226-9-B1,0,True,False,599.99,599.99,0.0
SIUDE22940B1,798681306411,UDE229-40-B1,0,True,False,599.99,599.99,0.0
SM10057,022188864144,10057,0,False,False,1775.0,1775.0,0.0
SIUD320F40B1,798681523085,UD320F-40-B1,0,True,False,349.99,349.99,0.0
SIUD320CA9B1,798681523108,UD320CA-9-B1,0,True,False,349.99,349.99,0.0
SIUD320C9B1,798681523146,UD320C-9-B1,0,True,False,349.99,349.99,0.0
SIUD320C45B1,798681523177,UD320C-45-B1,0,True,False,349.99,349.99,0.0
SISOX10001,798681524709,SOX10001,3,False,False,69.99,69.99,99.99
SISOX10003,798681524723,SOX10003,3,False,False,69.99,69.99,99.99
SISOX10006,798681524754,SOX10006,1,False,False,69.99,69.99,99.99
SISOX10008,798681524778,SOX10008,1,False,False,69.99,69.99,99.99
SISOZ99002,798681522811,SOZ99002,2,False,True,844.19,793.53,1159.99
SISTOCKXFOLDTBK,798681544004,STOCK-X-FOLD-TELE-BLK,0,False,False,146.5,146.5,0.0
SIUD19GS45B,798681406203,UD19GS-45-B,0,True,False,799.99,799.99,0.0
SISOT46113,798681599936,SOT46113,0,False,False,532.99,532.99,0.0
RUMOONCLIP45AU,736676904839,90483,2,False,False,10.39,10.39,0.0
RUMAG77/357,736676903450,90345,0,False,False,24.77,24.77,0.0
RUMAG77/44,736676901760,90176,0,False,False,24.77,24.77,0.0
SVMARKII-GL-AT,062654507014,50701,2,False,False,209.78,209.78,0.0
SVB22MAGFLH,062654705403,70540,0,True,False,259.12,259.12,0.0
SVB22MAGFVSS,062654705021,70502,0,False,False,339.08,339.08,0.0
SVB22MAGG,062654705106,70510,8,False,False,394.75,394.75,0.0
SVMARKII-F-AT,062654267000,26700,0,False,False,197.5,197.5,0.0
SV110V204,011356570680,57068,0,False,False,642.73,642.73,0.0
SM150717,022188142259,150717,0,True,False,889.0,889.0,1109.0
SM150718,022188142266,150718,0,True,False,924.0,924.0,1109.0
SM178031,022188780314,178031,0,True,False,1453.0,1453.0,0.0
SM178044,022188780444,178044,0,True,False,736.0,736.0,899.0
SVMSR15RLRP6.8S,011356229328,22932,0,False,False,1095.17,1095.17,0.0
SM178055,022188780550,178055,0,True,False,1131.0,1131.0,1339.0
SM170343,022188703436,170343,0,True,False,1427.0,1427.0,0.0
SM11770,022188873047,11770,0,False,False,502.0,502.0,0.0
SM11870,022188873580,11870,4,False,False,540.0,540.0,0.0
SM19454,022188131833,19454,4,False,False,30.59,30.59,0.0
SV110C7MAG,011356574305,57430,0,False,False,834.03,834.03,0.0
SV110EHXP2506,011356570277,57027,0,False,False,488.88,488.88,0.0
SV110EHXP260,011356570130,57013,0,False,False,472.69,472.69,0.0
SV110C308,011356574251,57425,0,False,False,834.03,834.03,0.0
SV110H300WIN,011356570420,57042,0,False,False,642.73,642.73,0.0
SV110H7MAG,011356570413,57041,0,False,False,642.73,642.73,0.0
SM170170,022188701708,170170,0,True,False,1147.0,1147.0,1369.0
SVMSR15RLRP224V,011356229311,22931,0,True,False,1022.3,1022.3,0.0
SVMSR15C18556,011356229380,22938,0,False,False,2353.3,2353.3,0.0
SVMSR15C18224V,011356229366,22936,0,True,False,2353.3,2353.3,0.0
SVAXXPG2SS243,011356572882,57288,0,False,False,433.21,433.21,0.0
SVAXXPG2SS270,011356572844,57284,0,True,False,433.21,433.21,0.0
SVAXXPG2SS6.5CR,011356572899,57289,0,False,False,433.21,433.21,0.0
SVB17F,062654708008,70800,0,False,False,259.12,259.12,0.0
SVAXXPG2SS22250,011356572875,57287,0,True,False,433.21,433.21,0.0
SVB17G,062654708107,70810,6,False,False,394.75,394.75,0.0
SVAXISIIXPHW65C,011356226785,22678,0,False,False,504.06,504.06,0.0
SVAXISIIXPHW308,011356225535,22553,0,False,False,504.06,504.06,0.0
SVAXG2XPBU3006,011356572820,57282,0,True,False,389.69,389.69,0.0
SVAXG2XPBU350,011356575463,57546,0,True,False,389.69,389.69,0.0
SVAXG2XPC223,011356572653,57265,0,False,False,348.19,348.19,0.0
SVAXG2XPCMG243,011356572721,57272,0,False,False,389.69,389.69,0.0
SVAXIIXPHW22250,011356225504,22550,0,False,False,504.06,504.06,0.0
SVAXIIXPHW3006,011356225566,22556,0,True,False,504.06,504.06,0.0
SVB22G,062654702105,70210,0,False,False,377.54,377.54,0.0
SVMARKIIBTVLSAT,062654257957,25795,7,False,False,442.32,442.32,0.0
SVMARKIIGLY-AT,062654507021,50702,8,False,False,209.78,209.78,0.0
SVMARKIIBTV-AT,062654287503,28750,0,False,False,336.04,336.04,0.0
SVMARKIIODXD-AT,062654267215,26721,0,False,False,247.98,247.98,0.0
SVMARKIITRRSRAT,062654257520,25752,0,True,False,521.27,521.27,0.0
SVMSR10H16308,011356229021,22902,0,True,False,1305.7,1305.7,0.0
SVMSR10LR20308,011356229045,22904,0,False,False,2014.23,2014.23,0.0
SVMSR10LR2265CR,011356229052,22905,2,False,False,2014.23,2014.23,0.0
SV110HC243,011356574114,57411,3,False,False,940.31,940.31,0.0
SVAXXPG2SS223,011356572868,57286,0,False,False,433.21,433.21,0.0
SV110HC270,011356574138,57413,0,False,False,940.31,940.31,0.0
SV110C300WIN,011356574312,57431,0,False,False,834.03,834.03,0.0
SV110LRH6.5CR,011356570215,57021,3,False,False,943.35,943.35,0.0
SV110LRH65X284,011356570345,57034,1,False,False,943.35,943.35,0.0
SV110LWS223,011356570710,57071,0,False,False,642.73,642.73,0.0
SV110LWS270,011356570482,57048,2,False,False,642.73,642.73,0.0
SV110HC6.5CR,011356574121,57412,0,False,False,940.31,940.31,0.0
SV110AHXP65X284,011356573117,57311,0,False,False,535.44,535.44,0.0
SU132417,084871324175,SFMB-338-3/4-24,0,False,False,143.2,143.2,179.0
SU132418,084871324182,SFMB-338-5/8-24,0,False,False,143.2,143.2,179.0
SU131581,084871315814,MAG5-60,0,False,False,93.8,93.8,134.0
SM19470,022188132762,19470,2,False,False,30.59,30.59,0.0
SV110LRH308,011356570239,57023,2,False,False,943.35,943.35,0.0
SUXC1-B,084871326988,XC1-B,0,False,False,188.3,188.3,269.0
SUXH35,084871326629,XH35,0,False,False,188.3,188.3,269.0
SV110AHMG7MM08,011356573384,57338,6,False,False,587.06,587.06,0.0
SV110AHXP260,011356573063,57306,0,False,False,535.44,535.44,0.0
SU132508,084871325080,WARDEN-BK,0,False,False,180.0,180.0,225.0
SU132509,084871325097,WARDEN-DE,0,True,False,180.0,180.0,225.0
SUDSF-500/590,084871321020,DSF-500/590,0,False,False,251.3,251.3,359.0
SUDSF-870,084871321006,DSF-870,0,False,False,251.3,251.3,359.0
SUE2DLU-A,084871321242,E2DLU-A,12,False,False,156.8,156.8,224.0
SUM600DF-BK,084871326872,M600DF-BK,0,False,False,207.2,207.2,296.0
SUM600IB-Z68-BK,084871325745,M600IB-Z68-BK,0,False,False,207.2,207.2,296.0
SUXC2-A,084871326575,XC2-A,0,False,False,282.8,282.8,404.0
SV110LRH300WIN,011356570369,57036,1,False,False,943.35,943.35,0.0
SV110HH308,011356570192,57019,0,False,False,509.12,509.12,0.0
SV110HH223,011356570185,57018,0,False,False,509.12,509.12,0.0
SV110C3006,011356574299,57429,0,True,False,834.03,834.03,0.0
SV110C270,011356574282,57428,0,False,False,834.03,834.03,0.0
SV110APXP22250,011356573575,57357,5,False,False,633.62,633.62,0.0
SV110APXP223,011356573568,57356,0,True,False,633.62,633.62,0.0
SV110APXP243,011356573599,57359,5,False,False,633.62,633.62,0.0
SV110APXP6.5CR,011356573605,57360,3,False,False,633.62,633.62,0.0
SV110ASXP2506,011356573506,57350,0,True,False,622.49,622.49,0.0
SV110ASXP270WSM,011356573483,57348,0,False,False,622.49,622.49,0.0
SV110ASXP300WSM,011356573490,57349,0,False,False,622.49,622.49,0.0
SV110ASXP7MAG,011356573537,57353,0,True,False,622.49,622.49,0.0
SV110ASXP7MM08,011356573452,57345,0,True,False,622.49,622.49,0.0
SV110HC300WSM,011356574169,57416,0,False,False,940.31,940.31,0.0
SV110HC6.5PRC,011356574190,57419,0,False,False,940.31,940.31,0.0
SV110S2506,011356570505,57050,0,False,False,680.18,680.18,0.0
SV110S270,011356570529,57052,0,False,False,728.77,728.77,0.0
SV110S270WSM,011356570796,57079,1,False,False,728.77,728.77,0.0
SV110S300,011356570550,57055,0,False,False,728.77,728.77,0.0
SV110S3006,011356570536,57053,0,False,False,728.77,728.77,0.0
SV110S308,011356570789,57078,0,False,False,728.77,728.77,0.0
SV110S65X284,011356570512,57051,0,False,False,728.77,728.77,0.0
